Herausgeber;Link;Kurzbeschreibung;Region;Letztes Update;Filter
One Geology;https://onegeology.org/;Its aim is to provide access to global geoscience data via web services;Global;2025-05-15T00:00:00Z;Geologie-Boden
Global Volcanism Program;https://volcano.si.edu/database/webservices.cfm;Its provide access to global geoscience data via web services;Global;2025-05-15T00:00:00Z;Global
Global Volcanism Program;https://volcano.si.edu/database/webservices.cfm;Its provide access to global geoscience data via web services;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
Global Volcanism Program;https://volcano.si.edu/database/webservices.cfm;Its provide access to global geoscience data via web services;Global;2025-05-15T00:00:00Z;Umweltdaten
European Geological Data Infrastructure;https://www.europe-geology.eu/;A collaborative initiative aimed at facilitating the sharing, integration, and accessibility of geological information across Europe;Europa;2025-05-15T00:00:00Z;Europa
European Geological Data Infrastructure;https://www.europe-geology.eu/;A collaborative initiative aimed at facilitating the sharing, integration, and accessibility of geological information across Europe;Europa;2025-05-15T00:00:00Z;Physisch-Geographisch
European Geological Data Infrastructure;https://www.europe-geology.eu/;A collaborative initiative aimed at facilitating the sharing, integration, and accessibility of geological information across Europe;Europa;2025-05-15T00:00:00Z;Umweltdaten
British Geological Survey;https://www.bgs.ac.uk/hosted-websites/;Übersicht zu verschiedenen Projekten des Britischen Geologischen Dienstes, die u.a. auch Geodaten bereitstellen.;Global;2025-05-15T00:00:00Z;Global
British Geological Survey;https://www.bgs.ac.uk/hosted-websites/;Übersicht zu verschiedenen Projekten des Britischen Geologischen Dienstes, die u.a. auch Geodaten bereitstellen.;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
British Geological Survey;https://www.bgs.ac.uk/hosted-websites/;Übersicht zu verschiedenen Projekten des Britischen Geologischen Dienstes, die u.a. auch Geodaten bereitstellen.;Global;2025-05-15T00:00:00Z;Umweltdaten
British Geological Survey;https://www.bgs.ac.uk/hosted-websites/;Übersicht zu verschiedenen Projekten des Britischen Geologischen Dienstes, die u.a. auch Geodaten bereitstellen.;Global;2025-05-15T00:00:00Z;Geologie-Boden
British Geological Survey;https://www.bgs.ac.uk/hosted-websites/;Übersicht zu verschiedenen Projekten des Britischen Geologischen Dienstes, die u.a. auch Geodaten bereitstellen.;Global;2025-05-15T00:00:00Z;Informationsportal
Earthquakes Hazard Program (USGS);https://earthquake.usgs.gov/earthquakes/map/?extent=-87.36836,-205.66406&extent=87.36836,283.00781;The USGS monitors and reports on earthquakes, assesses earthquake impacts and hazards, and conducts targeted research on the causes and effects of earthquakes.;Global;2025-05-15T00:00:00Z;Global
Earthquakes Hazard Program (USGS);https://earthquake.usgs.gov/earthquakes/map/?extent=-87.36836,-205.66406&extent=87.36836,283.00781;The USGS monitors and reports on earthquakes, assesses earthquake impacts and hazards, and conducts targeted research on the causes and effects of earthquakes.;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
Earthquakes Hazard Program (USGS);https://earthquake.usgs.gov/earthquakes/map/?extent=-87.36836,-205.66406&extent=87.36836,283.00781;The USGS monitors and reports on earthquakes, assesses earthquake impacts and hazards, and conducts targeted research on the causes and effects of earthquakes.;Global;2025-05-15T00:00:00Z;Umweltdaten
PaleoClim;PaleoClim.org;Welcome to PaleoClim.org your source of free, high-resolution paleoclimate data for use in biological modeling and GIS.;Global;2025-05-15T00:00:00Z;Global
PaleoClim;PaleoClim.org;Welcome to PaleoClim.org your source of free, high-resolution paleoclimate data for use in biological modeling and GIS.;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
PaleoClim;PaleoClim.org;Welcome to PaleoClim.org your source of free, high-resolution paleoclimate data for use in biological modeling and GIS.;Global;2025-05-15T00:00:00Z;Umweltdaten
PaleoClim;PaleoClim.org;Welcome to PaleoClim.org your source of free, high-resolution paleoclimate data for use in biological modeling and GIS.;Global;2025-05-15T00:00:00Z;Flora-Fauna
PaleoClim;PaleoClim.org;Welcome to PaleoClim.org your source of free, high-resolution paleoclimate data for use in biological modeling and GIS.;Global;2025-05-15T00:00:00Z;Historisch
Southern Permian Basin Atlas;https://www.nlog.nl/southern-permian-basin-atlas;The atlas addresses the geological evolution and hydrocarbon potential per stratigraphic interval.;Europa;2025-05-15T00:00:00Z;Europa
Southern Permian Basin Atlas;https://www.nlog.nl/southern-permian-basin-atlas;The atlas addresses the geological evolution and hydrocarbon potential per stratigraphic interval.;Europa;2025-05-15T00:00:00Z;Physisch-Geographisch
Southern Permian Basin Atlas;https://www.nlog.nl/southern-permian-basin-atlas;The atlas addresses the geological evolution and hydrocarbon potential per stratigraphic interval.;Europa;2025-05-15T00:00:00Z;Geologie-Boden
Southern Permian Basin Atlas;https://www.nlog.nl/southern-permian-basin-atlas;The atlas addresses the geological evolution and hydrocarbon potential per stratigraphic interval.;Europa;2025-05-15T00:00:00Z;Historisch
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR);https://www.bgr.bund.de/DE/Themen/Geodatenmanagement/Geoportal/geoportal_node.html;Mit dem Geoportal der BGR können nationale und internationale Geofachdaten heruntergeladen werden;Deutschland;2025-05-15T00:00:00Z;Deutschland
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR);https://www.bgr.bund.de/DE/Themen/Geodatenmanagement/Geoportal/geoportal_node.html;Mit dem Geoportal der BGR können nationale und internationale Geofachdaten heruntergeladen werden;Deutschland;2025-05-15T00:00:00Z;Physisch-Geographisch
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR);https://www.bgr.bund.de/DE/Themen/Geodatenmanagement/Geoportal/geoportal_node.html;Mit dem Geoportal der BGR können nationale und internationale Geofachdaten heruntergeladen werden;Deutschland;2025-05-15T00:00:00Z;Geologie-Boden
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR);https://www.bgr.bund.de/DE/Themen/Geodatenmanagement/Geoportal/geoportal_node.html;Mit dem Geoportal der BGR können nationale und internationale Geofachdaten heruntergeladen werden;Deutschland;2025-05-15T00:00:00Z;Umweltdaten
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR);https://www.bgr.bund.de/DE/Themen/Geodatenmanagement/Geoportal/geoportal_node.html;Mit dem Geoportal der BGR können nationale und internationale Geofachdaten heruntergeladen werden;Deutschland;2025-05-15T00:00:00Z;Hydrologie
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR);https://www.bgr.bund.de/DE/Themen/Geodatenmanagement/Geoportal/geoportal_node.html;Mit dem Geoportal der BGR können nationale und internationale Geofachdaten heruntergeladen werden;Deutschland;2025-05-15T00:00:00Z;Informationsportal
GeotlS - Institut für Angewandte Geophysik (IAG);https://www.geotis.de/geotisapp/geotis.php;Das Geothermische Informationssystem (GeotIS) liefert Informationen und Datensammlungen über tiefe Aquifere in Deutschland, die für die geothermische Nutzung relevant sind.;Deutschland;2025-05-15T00:00:00Z;Deutschland
GeotlS - Institut für Angewandte Geophysik (IAG);https://www.geotis.de/geotisapp/geotis.php;Das Geothermische Informationssystem (GeotIS) liefert Informationen und Datensammlungen über tiefe Aquifere in Deutschland, die für die geothermische Nutzung relevant sind.;Deutschland;2025-05-15T00:00:00Z;Physisch-Geographisch
GeotlS - Institut für Angewandte Geophysik (IAG);https://www.geotis.de/geotisapp/geotis.php;Das Geothermische Informationssystem (GeotIS) liefert Informationen und Datensammlungen über tiefe Aquifere in Deutschland, die für die geothermische Nutzung relevant sind.;Deutschland;2025-05-15T00:00:00Z;Geologie-Boden
GeotlS - Institut für Angewandte Geophysik (IAG);https://www.geotis.de/geotisapp/geotis.php;Das Geothermische Informationssystem (GeotIS) liefert Informationen und Datensammlungen über tiefe Aquifere in Deutschland, die für die geothermische Nutzung relevant sind.;Deutschland;2025-05-15T00:00:00Z;Umweltdaten
NIBIS - Niedersächsisches Bodeninformationssystem;https://nibis.lbeg.de/cardomap3/;Der NIBIS® KARTENSERVER informiert über die Themenbereiche Altlasten, Bergaufsicht, Bodenkunde, Erosion, Geologie, Geothermie, Geophysik, Hydrogeologie, Ingenieurgeologie, Klima und Rohstoffe.;Regional-Lokal;2025-05-15T00:00:00Z;Regional-Lokal
NIBIS - Niedersächsisches Bodeninformationssystem;https://nibis.lbeg.de/cardomap3/;Der NIBIS® KARTENSERVER informiert über die Themenbereiche Altlasten, Bergaufsicht, Bodenkunde, Erosion, Geologie, Geothermie, Geophysik, Hydrogeologie, Ingenieurgeologie, Klima und Rohstoffe.;Regional-Lokal;2025-05-15T00:00:00Z;Physisch-Geographisch
NIBIS - Niedersächsisches Bodeninformationssystem;https://nibis.lbeg.de/cardomap3/;Der NIBIS® KARTENSERVER informiert über die Themenbereiche Altlasten, Bergaufsicht, Bodenkunde, Erosion, Geologie, Geothermie, Geophysik, Hydrogeologie, Ingenieurgeologie, Klima und Rohstoffe.;Regional-Lokal;2025-05-15T00:00:00Z;Geologie-Boden
NIBIS - Niedersächsisches Bodeninformationssystem;https://nibis.lbeg.de/cardomap3/;Der NIBIS® KARTENSERVER informiert über die Themenbereiche Altlasten, Bergaufsicht, Bodenkunde, Erosion, Geologie, Geothermie, Geophysik, Hydrogeologie, Ingenieurgeologie, Klima und Rohstoffe.;Regional-Lokal;2025-05-15T00:00:00Z;Umweltdaten
NIBIS - Niedersächsisches Bodeninformationssystem;https://nibis.lbeg.de/cardomap3/;Der NIBIS® KARTENSERVER informiert über die Themenbereiche Altlasten, Bergaufsicht, Bodenkunde, Erosion, Geologie, Geothermie, Geophysik, Hydrogeologie, Ingenieurgeologie, Klima und Rohstoffe.;Regional-Lokal;2025-05-15T00:00:00Z;Klima-Wetter
PANGAEA;https://www.pangaea.de/;Our services are open for archiving, publishing, and distributing georeferenced data from earth system research.;Global;2025-05-15T00:00:00Z;Global
PANGAEA;https://www.pangaea.de/;Our services are open for archiving, publishing, and distributing georeferenced data from earth system research.;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
PANGAEA;https://www.pangaea.de/;Our services are open for archiving, publishing, and distributing georeferenced data from earth system research.;Global;2025-05-15T00:00:00Z;Geologie-Boden
PANGAEA;https://www.pangaea.de/;Our services are open for archiving, publishing, and distributing georeferenced data from earth system research.;Global;2025-05-15T00:00:00Z;Umweltdaten
PANGAEA;https://www.pangaea.de/;Our services are open for archiving, publishing, and distributing georeferenced data from earth system research.;Global;2025-05-15T00:00:00Z;Informationsportal
Bundesamt für Kartographie und Geodäsie (BKG);https://gdz.bkg.bund.de/index.php/default/digitale-geodaten.html;Topographische Karten, Orthophotos, Geländemodelle, Verwaltungsgebiete, Geographische Namen, Landschaftsmodelle und viele weitere digitale Geodaten;Deutschland;2025-05-15T00:00:00Z;Deutschland
Bundesamt für Kartographie und Geodäsie (BKG);https://gdz.bkg.bund.de/index.php/default/digitale-geodaten.html;Topographische Karten, Orthophotos, Geländemodelle, Verwaltungsgebiete, Geographische Namen, Landschaftsmodelle und viele weitere digitale Geodaten;Deutschland;2025-05-15T00:00:00Z;Physisch-Geographisch
Bundesamt für Kartographie und Geodäsie (BKG);https://gdz.bkg.bund.de/index.php/default/digitale-geodaten.html;Topographische Karten, Orthophotos, Geländemodelle, Verwaltungsgebiete, Geographische Namen, Landschaftsmodelle und viele weitere digitale Geodaten;Deutschland;2025-05-15T00:00:00Z;Humangeographisch
Bundesamt für Kartographie und Geodäsie (BKG);https://gdz.bkg.bund.de/index.php/default/digitale-geodaten.html;Topographische Karten, Orthophotos, Geländemodelle, Verwaltungsgebiete, Geographische Namen, Landschaftsmodelle und viele weitere digitale Geodaten;Deutschland;2025-05-15T00:00:00Z;Administrativ
Bundesamt für Kartographie und Geodäsie (BKG);https://gdz.bkg.bund.de/index.php/default/digitale-geodaten.html;Topographische Karten, Orthophotos, Geländemodelle, Verwaltungsgebiete, Geographische Namen, Landschaftsmodelle und viele weitere digitale Geodaten;Deutschland;2025-05-15T00:00:00Z;Informationsportal
Bundesamt für Kartographie und Geodäsie (BKG);https://gdz.bkg.bund.de/index.php/default/digitale-geodaten.html;Topographische Karten, Orthophotos, Geländemodelle, Verwaltungsgebiete, Geographische Namen, Landschaftsmodelle und viele weitere digitale Geodaten;Deutschland;2025-05-15T00:00:00Z;DHM
GEOSTAT - eurostat;https://ec.europa.eu/eurostat/de/web/gisco/geodata/population-distribution/geostat;Allgemeine Informationen über Geodatendateien;Europa;2025-05-15T00:00:00Z;Europa
GEOSTAT - eurostat;https://ec.europa.eu/eurostat/de/web/gisco/geodata/population-distribution/geostat;Allgemeine Informationen über Geodatendateien;Europa;2025-05-15T00:00:00Z;Humangeographisch
GEOSTAT - eurostat;https://ec.europa.eu/eurostat/de/web/gisco/geodata/population-distribution/geostat;Allgemeine Informationen über Geodatendateien;Europa;2025-05-15T00:00:00Z;Administrativ
GEOSTAT - eurostat;https://ec.europa.eu/eurostat/de/web/gisco/geodata/population-distribution/geostat;Allgemeine Informationen über Geodatendateien;Europa;2025-05-15T00:00:00Z;Bevoelkerung
OpenAerialMap;https://openaerialmap.org;Freie Sammlung von Drohnenaufnahmen;Global;2025-04-22T00:00:00Z;Global
OpenAerialMap;https://openaerialmap.org;Freie Sammlung von Drohnenaufnahmen;Global;2025-04-22T00:00:00Z;Sonstige
OpenAerialMap;https://openaerialmap.org;Freie Sammlung von Drohnenaufnahmen;Global;2025-04-22T00:00:00Z;Fernerkundung
OpenAerialMap;https://openaerialmap.org;Freie Sammlung von Drohnenaufnahmen;Global;2025-04-22T00:00:00Z;Staedte
OpenAerialMap;https://openaerialmap.org;Freie Sammlung von Drohnenaufnahmen;Global;2025-04-22T00:00:00Z;Katastrophen
OpenAerialMap;https://openaerialmap.org;Freie Sammlung von Drohnenaufnahmen;Global;2025-04-22T00:00:00Z;Historisch
OpenRouteService;https://maps.openrouteservice.org;Netzwerkanalyse (kürzeste/schnellste Strecke, Reichweitenanalyse, Isochronen), auch als API ansprechbar, Ergebnisse können als Vektor heruntergeladen werden;Global;2025-04-22T00:00:00Z;Global
OpenRouteService;https://maps.openrouteservice.org;Netzwerkanalyse (kürzeste/schnellste Strecke, Reichweitenanalyse, Isochronen), auch als API ansprechbar, Ergebnisse können als Vektor heruntergeladen werden;Global;2025-04-22T00:00:00Z;Humangeographisch
OpenRouteService;https://maps.openrouteservice.org;Netzwerkanalyse (kürzeste/schnellste Strecke, Reichweitenanalyse, Isochronen), auch als API ansprechbar, Ergebnisse können als Vektor heruntergeladen werden;Global;2025-04-22T00:00:00Z;Sonstige
OpenAltimetry;https://openaltimetry.earthdatacloud.nasa.gov/data;Portal zur Abfrage und zum Download von Laser-Altimeter-Messungen;Global;2025-04-22T00:00:00Z;Global
OpenAltimetry;https://openaltimetry.earthdatacloud.nasa.gov/data;Portal zur Abfrage und zum Download von Laser-Altimeter-Messungen;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
OpenAltimetry;https://openaltimetry.earthdatacloud.nasa.gov/data;Portal zur Abfrage und zum Download von Laser-Altimeter-Messungen;Global;2025-04-22T00:00:00Z;Fernerkundung
OpenAltimetry;https://openaltimetry.earthdatacloud.nasa.gov/data;Portal zur Abfrage und zum Download von Laser-Altimeter-Messungen;Global;2025-04-22T00:00:00Z;DHM
EUBUCCO;https://eubucco.com;europaweit einheitlicher Datensatz mit Gebäudegrundrissen, -höhen und -alter;Europa;2025-04-22T00:00:00Z;Europa
EUBUCCO;https://eubucco.com;europaweit einheitlicher Datensatz mit Gebäudegrundrissen, -höhen und -alter;Europa;2025-04-22T00:00:00Z;Humangeographisch
EUBUCCO;https://eubucco.com;europaweit einheitlicher Datensatz mit Gebäudegrundrissen, -höhen und -alter;Europa;2025-04-22T00:00:00Z;Staedte
EUBUCCO;https://eubucco.com;europaweit einheitlicher Datensatz mit Gebäudegrundrissen, -höhen und -alter;Europa;2025-04-22T00:00:00Z;Landbedeckung
High Resolution Canopy Height Map;https://langnico.github.io/globalcanopyheight/;Rasterdaten der Kronenhöhe von Wäldern im globalen Maßstab (10m);Global;2025-04-22T00:00:00Z;Global
High Resolution Canopy Height Map;https://langnico.github.io/globalcanopyheight/;Rasterdaten der Kronenhöhe von Wäldern im globalen Maßstab (10m);Global;2025-04-22T00:00:00Z;Physisch-Geographisch
High Resolution Canopy Height Map;https://langnico.github.io/globalcanopyheight/;Rasterdaten der Kronenhöhe von Wäldern im globalen Maßstab (10m);Global;2025-04-22T00:00:00Z;Flora-Fauna
High Resolution Canopy Height Map;https://langnico.github.io/globalcanopyheight/;Rasterdaten der Kronenhöhe von Wäldern im globalen Maßstab (10m);Global;2025-04-22T00:00:00Z;Umweltdaten
Historische Luftbilder für Baden-Württemberg;http://www.lgl-bw.de/1da71b4e-5da7-11e4-aa15-123b93f75cba;WMS-Adressen für Luftbild-Befliegungen aller Jahrzehnte von 1960 bis 1999;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Baden-Wuerttemberg
Historische Luftbilder für Baden-Württemberg;http://www.lgl-bw.de/1da71b4e-5da7-11e4-aa15-123b93f75cba;WMS-Adressen für Luftbild-Befliegungen aller Jahrzehnte von 1960 bis 1999;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Sonstige
Historische Luftbilder für Baden-Württemberg;http://www.lgl-bw.de/1da71b4e-5da7-11e4-aa15-123b93f75cba;WMS-Adressen für Luftbild-Befliegungen aller Jahrzehnte von 1960 bis 1999;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Fernerkundung
Historische Luftbilder für Baden-Württemberg;http://www.lgl-bw.de/1da71b4e-5da7-11e4-aa15-123b93f75cba;WMS-Adressen für Luftbild-Befliegungen aller Jahrzehnte von 1960 bis 1999;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Landbedeckung
Phänologie und Vegetation;https://www.eea.europa.eu/en/datahub/datahubitem-view/b967dae7-783b-44eb-a3eb-727e3b8fc060;europaweit einheitliche und regelmäßig aktualisierte Rasterdaten zu phänologischen Parametern (z.B. Saisonalität, Start/Ende der Wachstumsphase, Produktivität…);Europa;2025-04-22T00:00:00Z;Europa
Phänologie und Vegetation;https://www.eea.europa.eu/en/datahub/datahubitem-view/b967dae7-783b-44eb-a3eb-727e3b8fc060;europaweit einheitliche und regelmäßig aktualisierte Rasterdaten zu phänologischen Parametern (z.B. Saisonalität, Start/Ende der Wachstumsphase, Produktivität…);Europa;2025-04-22T00:00:00Z;Physisch-Geographisch
Phänologie und Vegetation;https://www.eea.europa.eu/en/datahub/datahubitem-view/b967dae7-783b-44eb-a3eb-727e3b8fc060;europaweit einheitliche und regelmäßig aktualisierte Rasterdaten zu phänologischen Parametern (z.B. Saisonalität, Start/Ende der Wachstumsphase, Produktivität…);Europa;2025-04-22T00:00:00Z;Fernerkundung
Phänologie und Vegetation;https://www.eea.europa.eu/en/datahub/datahubitem-view/b967dae7-783b-44eb-a3eb-727e3b8fc060;europaweit einheitliche und regelmäßig aktualisierte Rasterdaten zu phänologischen Parametern (z.B. Saisonalität, Start/Ende der Wachstumsphase, Produktivität…);Europa;2025-04-22T00:00:00Z;Flora-Fauna
Phänologie und Vegetation;https://www.eea.europa.eu/en/datahub/datahubitem-view/b967dae7-783b-44eb-a3eb-727e3b8fc060;europaweit einheitliche und regelmäßig aktualisierte Rasterdaten zu phänologischen Parametern (z.B. Saisonalität, Start/Ende der Wachstumsphase, Produktivität…);Europa;2025-04-22T00:00:00Z;Landbedeckung
Phänologie und Vegetation;https://www.eea.europa.eu/en/datahub/datahubitem-view/b967dae7-783b-44eb-a3eb-727e3b8fc060;europaweit einheitliche und regelmäßig aktualisierte Rasterdaten zu phänologischen Parametern (z.B. Saisonalität, Start/Ende der Wachstumsphase, Produktivität…);Europa;2025-04-22T00:00:00Z;Umweltdaten
EO Time Series Viewer;https://eo-time-series-viewer.readthedocs.io;QGIS-Plugin zur Verwaltung und Visualisierung von Raster-Zeitreihendaten;;2025-04-22T00:00:00Z;Fernerkundung
EO Time Series Viewer;https://eo-time-series-viewer.readthedocs.io;QGIS-Plugin zur Verwaltung und Visualisierung von Raster-Zeitreihendaten;;2025-04-22T00:00:00Z;Software
Momepy;https://docs.momepy.org;Python-Bibliothek zur quantitativen Beschreibung und Analyse städtischer Morphologie;;2025-04-22T00:00:00Z;Humangeographisch
Momepy;https://docs.momepy.org;Python-Bibliothek zur quantitativen Beschreibung und Analyse städtischer Morphologie;;2025-04-22T00:00:00Z;Fernerkundung
Momepy;https://docs.momepy.org;Python-Bibliothek zur quantitativen Beschreibung und Analyse städtischer Morphologie;;2025-04-22T00:00:00Z;Software
Momepy;https://docs.momepy.org;Python-Bibliothek zur quantitativen Beschreibung und Analyse städtischer Morphologie;;2025-04-22T00:00:00Z;Staedte
InterImage;http://www.lvc.ele.puc-rio.br/projects/interimage;Open-source Programm für objektorientierte Bildverarbeitung (vgl. eCognition);;2025-04-22T00:00:00Z;Sonstige
InterImage;http://www.lvc.ele.puc-rio.br/projects/interimage;Open-source Programm für objektorientierte Bildverarbeitung (vgl. eCognition);;2025-04-22T00:00:00Z;Software
InterImage;http://www.lvc.ele.puc-rio.br/projects/interimage;Open-source Programm für objektorientierte Bildverarbeitung (vgl. eCognition);;2025-04-22T00:00:00Z;Fernerkundung
FragScape;https://github.com/MathieuChailloux/FragScape;QGIS-Plugin zur Analyse von Landschaftsstrukturmaßen;;2025-04-22T00:00:00Z;Sonstige
FragScape;https://github.com/MathieuChailloux/FragScape;QGIS-Plugin zur Analyse von Landschaftsstrukturmaßen;;2025-04-22T00:00:00Z;Software
FragScape;https://github.com/MathieuChailloux/FragScape;QGIS-Plugin zur Analyse von Landschaftsstrukturmaßen;;2025-04-22T00:00:00Z;Landbedeckung
Interactive Tools for machine learning, deep learning, and math;https://github.com/Machine-Learning-Tokyo/Interactive_Tools;Sammlung an Visualisierungen zum besseren Verständnis von Maschinellem Lernen;;2025-04-22T00:00:00Z;Sonstige
Interactive Tools for machine learning, deep learning, and math;https://github.com/Machine-Learning-Tokyo/Interactive_Tools;Sammlung an Visualisierungen zum besseren Verständnis von Maschinellem Lernen;;2025-04-22T00:00:00Z;Informationsportal
IPCC Interactive Atlas;https://interactive-atlas.ipcc.ch;Visualiserung, Vergleich und Export von Klimaszenarien und deren Auswirkungen auf die unterschiedlichen Geosphären;Global;2025-04-22T00:00:00Z;Global
IPCC Interactive Atlas;https://interactive-atlas.ipcc.ch;Visualiserung, Vergleich und Export von Klimaszenarien und deren Auswirkungen auf die unterschiedlichen Geosphären;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
IPCC Interactive Atlas;https://interactive-atlas.ipcc.ch;Visualiserung, Vergleich und Export von Klimaszenarien und deren Auswirkungen auf die unterschiedlichen Geosphären;Global;2025-04-22T00:00:00Z;Sonstige
IPCC Interactive Atlas;https://interactive-atlas.ipcc.ch;Visualiserung, Vergleich und Export von Klimaszenarien und deren Auswirkungen auf die unterschiedlichen Geosphären;Global;2025-04-22T00:00:00Z;Informationsportal
IPCC Interactive Atlas;https://interactive-atlas.ipcc.ch;Visualiserung, Vergleich und Export von Klimaszenarien und deren Auswirkungen auf die unterschiedlichen Geosphären;Global;2025-04-22T00:00:00Z;Klima-Wetter
IPCC Interactive Atlas;https://interactive-atlas.ipcc.ch;Visualiserung, Vergleich und Export von Klimaszenarien und deren Auswirkungen auf die unterschiedlichen Geosphären;Global;2025-04-22T00:00:00Z;Hydrologie
ABAG-Rechner;https://abag.lfl.bayern.de;Interaktive und schrittweise Berechnung der Bodenerosionsrate anhand der allgemeinen Bodenabtragsgleichung (ABAG);;2025-04-22T00:00:00Z;Physisch-Geographisch
ABAG-Rechner;https://abag.lfl.bayern.de;Interaktive und schrittweise Berechnung der Bodenerosionsrate anhand der allgemeinen Bodenabtragsgleichung (ABAG);;2025-04-22T00:00:00Z;Sonstige
ABAG-Rechner;https://abag.lfl.bayern.de;Interaktive und schrittweise Berechnung der Bodenerosionsrate anhand der allgemeinen Bodenabtragsgleichung (ABAG);;2025-04-22T00:00:00Z;Informationsportal
ABAG-Rechner;https://abag.lfl.bayern.de;Interaktive und schrittweise Berechnung der Bodenerosionsrate anhand der allgemeinen Bodenabtragsgleichung (ABAG);;2025-04-22T00:00:00Z;Hydrologie
ABAG-Rechner;https://abag.lfl.bayern.de;Interaktive und schrittweise Berechnung der Bodenerosionsrate anhand der allgemeinen Bodenabtragsgleichung (ABAG);;2025-04-22T00:00:00Z;Landwirtschaft
ABAG-Rechner;https://abag.lfl.bayern.de;Interaktive und schrittweise Berechnung der Bodenerosionsrate anhand der allgemeinen Bodenabtragsgleichung (ABAG);;2025-04-22T00:00:00Z;Landnutzung
Phänologische Uhr;https://www.dwd.de/DE/leistungen/phaeno_uhr/phaenouhr.html;Langfristikge und aktuelle Kennzahlen zu phänologischen Jahreszeiten;Deutschland;2025-04-22T00:00:00Z;Deutschland
Phänologische Uhr;https://www.dwd.de/DE/leistungen/phaeno_uhr/phaenouhr.html;Langfristikge und aktuelle Kennzahlen zu phänologischen Jahreszeiten;Deutschland;2025-04-22T00:00:00Z;Physisch-Geographisch
Phänologische Uhr;https://www.dwd.de/DE/leistungen/phaeno_uhr/phaenouhr.html;Langfristikge und aktuelle Kennzahlen zu phänologischen Jahreszeiten;Deutschland;2025-04-22T00:00:00Z;Informationsportal
Phänologische Uhr;https://www.dwd.de/DE/leistungen/phaeno_uhr/phaenouhr.html;Langfristikge und aktuelle Kennzahlen zu phänologischen Jahreszeiten;Deutschland;2025-04-22T00:00:00Z;Flora-Fauna
Kepler.gl;https://kepler.gl;Portal für den Upload und die Visualisierung räumlicher Daten;;2025-04-22T00:00:00Z;Sonstige
Kepler.gl;https://kepler.gl;Portal für den Upload und die Visualisierung räumlicher Daten;;2025-04-22T00:00:00Z;Informationsportal
Kepler.gl;https://kepler.gl;Portal für den Upload und die Visualisierung räumlicher Daten;;2025-04-22T00:00:00Z;Visualisierung
Awesome DEM;https://github.com/DahnJ/Awesome-DEM;Sammlung an verschiedenen Quellen für digitale Höhenmodelle und -daten;Global;2025-04-22T00:00:00Z;Global
Awesome DEM;https://github.com/DahnJ/Awesome-DEM;Sammlung an verschiedenen Quellen für digitale Höhenmodelle und -daten;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
Awesome DEM;https://github.com/DahnJ/Awesome-DEM;Sammlung an verschiedenen Quellen für digitale Höhenmodelle und -daten;Global;2025-04-22T00:00:00Z;DHM
Dynamic World;https://dynamicworld.app;Globale Landbedeckungsklassifikation mit täglichen Updates;Global;2025-04-22T00:00:00Z;Global
Dynamic World;https://dynamicworld.app;Globale Landbedeckungsklassifikation mit täglichen Updates;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
Dynamic World;https://dynamicworld.app;Globale Landbedeckungsklassifikation mit täglichen Updates;Global;2025-04-22T00:00:00Z;Fernerkundung
Dynamic World;https://dynamicworld.app;Globale Landbedeckungsklassifikation mit täglichen Updates;Global;2025-04-22T00:00:00Z;Landnutzung
Dynamic World;https://dynamicworld.app;Globale Landbedeckungsklassifikation mit täglichen Updates;Global;2025-04-22T00:00:00Z;Landbedeckung
Eyes On Earth;https://eyes.nasa.gov/apps/earth;Visualisierung verschiedener Umweltmissionen und -parameter (Vital Signs of the Earth);Global;2025-04-22T00:00:00Z;Global
Eyes On Earth;https://eyes.nasa.gov/apps/earth;Visualisierung verschiedener Umweltmissionen und -parameter (Vital Signs of the Earth);Global;2025-04-22T00:00:00Z;Physisch-Geographisch
Eyes On Earth;https://eyes.nasa.gov/apps/earth;Visualisierung verschiedener Umweltmissionen und -parameter (Vital Signs of the Earth);Global;2025-04-22T00:00:00Z;Fernerkundung
Eyes On Earth;https://eyes.nasa.gov/apps/earth;Visualisierung verschiedener Umweltmissionen und -parameter (Vital Signs of the Earth);Global;2025-04-22T00:00:00Z;Klima-Wetter
Eyes On Earth;https://eyes.nasa.gov/apps/earth;Visualisierung verschiedener Umweltmissionen und -parameter (Vital Signs of the Earth);Global;2025-04-22T00:00:00Z;Hydrologie
